trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
352	81	4	1	1	3	1	5	0.0	1	2012	4	6	5	15.5	9	0	0	2	776	0.3825	0.114722222	0.153055556	0.0	0.0475	0.0	0	0.0252777779999999	0.0	0.08	0.0	0.1428569999999999
362	84	1	0	3	1	6	1	1.0	1	2012	4	7	6	5.25	49	0	0	0	4837	1.055277778	0.320833333	0.1072222219999999	0.0	0.243333333	0.0	0	0.208055556	1.5	0.62	0.0	0.328438
363	84	1	1	3	1	6	1	1.0	1	2012	4	7	6	18.25	49	0	0	0	4837	1.034444444	0.276944444	0.113333333	0.0	0.3752777779999999	0.0	0	0.302222222	1.5	0.7	0.0	0.495404
394	93	1	0	1	3	1	1	1.0	1	2012	4	8	7	13.0	38	0	1	1	735	0.199444444	0.074444444	0.120555556	0.0	0.0375	0.0	0	0.064444444	1.5	0.15	0.0	0.340517
397	94	2	1	4	3	1	1	1.0	1	2012	4	8	7	20.0	25	1	1	1	3538	0.993333333	0.313333333	0.409722222	0.05	0.0	0.0	0	0.180833333	1.5	0.72	0.0	0.0675883
416	96	4	0	4	3	2	3	0.0	1	2012	4	8	7	12.0	11	1	0	1	9272	2.203055556	0.628888889	0.083333333	0.183333333	0.476388889	0.15	1	0.4769444439999999	0.75	1.29	0.0	0.287129
421	97	1	1	4	3	1	1	1.0	1	2012	4	8	7	13.0	45	1	1	2	2696	0.6175	0.1566666669999999	0.2691666669999999	0.0	0.156944444	0.0	0	0.1975	1.5	0.54	0.0	0.495077
423	97	2	1	4	3	1	2	0.0	1	2012	4	8	7	13.0	17	1	0	2	2696	0.6175	0.1566666669999999	0.2691666669999999	0.0	0.156944444	0.0	0	0.1975	0.0	0.54	0.0	0.495077
432	98	1	0	4	3	1	1	1.0	1	2012	4	9	1	13.0	33	1	1	1	2041	0.511388889	0.156388889	0.053055556	0.0	0.2663888889999999	0.0	0	0.1397222219999999	1.5	0.38	0.0	0.188867
453	102	2	1	4	5	2	3	0.0	1	2012	4	9	1	14.0	12	1	0	2	5328	1.523611111	0.54	0.2275	0.0	0.433333333	0.0	0	0.299722222	0.0	0.94	0.0	0.137164
472	112	1	0	1	3	6	1	1.0	1	2012	4	9	1	17.0	54	1	0	0	1502	0.380555556	0.093055556	0.179166667	0.0	0.095555556	0.0	0	0.094722222	1.5	0.26	0.0	0.00293255
509	123	1	2	4	3	2	1	1.0	1	2012	4	10	2	17.83333333	55	0	1	1	1439	0.3575	0.095833333	0.142777778	0.0	0.1166666669999999	0.0	0	0.102777778	1.5	0.25	0.0	0.1297299999999999
511	123	1	4	4	3	2	1	1.0	1	2012	4	10	2	22.83333333	55	0	1	1	1554	0.4325	0.151944444	0.0855555559999999	0.0	0.125	0.136944444	1	0.106388889	3.0	0.26	0.0	0.00522193
515	125	1	1	4	5	6	1	1.0	1	2012	4	10	2	8.166666667000001	37	1	1	2	13128	3.149722222	0.843888889	0.275833333	0.3833333329999999	0.133333333	0.1	1	0.606388889	4.3	2.13	0.0	0.4644979999999999
534	127	0	7	4	2	1	1	1.0	1	2012	4	10	2	18.0	44	1	1	1	1118	0.252222222	0.081666667	0.0352777779999999	0.0	0.066666667	0.0	0	0.078888889	1.5	0.19	0.0	0.320423
535	127	5	0	4	2	2	5	0.0	1	2012	4	10	2	8.666666667000001	5	1	0	1	1118	0.252222222	0.0633333329999999	0.056388889	0.0	0.083333333	0.0	0	0.075833333	0.0	0.16	0.0	0.406593
575	140	1	0	3	4	2	5	0.0	1	2012	4	11	3	12.0	63	0	1	2	15797	3.604166667	1.113888889	0.123333333	0.483333333	0.0	0.0	0	0.726666667	0.0	2.0	10.5	0.552752
580	141	0	2	3	4	1	1	1.0	1	2012	4	11	3	16.0	34	0	1	1	11689	2.714444444	0.846944444	0.2019444439999999	0.3833333329999999	0.0	0.0	0	0.7977777779999999	3.9	2.15	10.5	0.608635
652	157	1	2	4	4	1	1	1.0	1	2012	4	12	4	9.5	28	1	1	1	1496	0.406666667	0.1022222219999999	0.107777778	0.0	0.195277778	0.088055556	1	0.1047222219999999	3.0	0.31	0.0	0.129973
659	158	0	5	3	3	1	1	1.0	1	2012	4	12	4	0.0	20	1	0	1	4819	1.128611111	0.365	0.206111111	0.0	0.265277778	0.0	0	0.300277778	1.5	0.88	0.0	0.350601
684	166	1	1	2	1	6	4	1.0	1	2012	4	12	4	18.0	46	0	1	0	8375	1.993333333	0.631388889	0.087777778	0.1	0.503611111	0.2166666669999999	2	0.634444444	4.95	1.46	10.5	0.745622
689	168	1	0	3	1	6	1	1.0	1	2012	4	12	4	10.0	33	0	1	0	3322	0.7697222220000001	0.310555556	0.174166667	0.0	0.3469444439999999	0.0	0	0.318611111	1.5	0.71	0.0	0.562337
724	179	0	0	4	1	1	1	1.0	1	2012	4	13	5	8.0	27	0	1	1	14667	3.648888889	1.086666667	0.383888889	0.533333333	0.0	0.083333333	1	0.8163888890000001	2.9	2.64	0.0	0.637632
729	179	1	1	4	1	1	1	1.0	1	2012	4	13	5	15.5	59	0	1	1	8773	1.960555556	0.554722222	0.227222222	0.5	0.0	0.166666667	1	0.615833333	5.0	1.55	0.0	0.515562
730	179	3	0	3	1	2	1	1.0	1	2012	4	13	5	9.75	29	1	1	1	1663	0.4108333329999999	0.0991666669999999	0.093888889	0.0	0.1166666669999999	0.0	0	0.112777778	1.5	0.26	0.0	0.408867
763	184	0	1	4	3	1	1	1.0	1	2012	4	14	6	16.5	38	1	1	2	9886	2.566111111	0.818888889	0.079444444	0.0	0.885	0.166666667	1	0.440555556	3.0	1.66	0.0	0.222573
765	184	1	1	4	3	1	1	1.0	1	2012	4	14	6	16.5	46	0	1	2	9886	2.566111111	0.818888889	0.079444444	0.0	0.885	0.166666667	1	0.440555556	3.0	1.66	0.0	0.222573
767	184	2	1	4	3	2	3	0.0	1	2012	4	14	6	16.5	14	1	0	2	9886	2.566111111	0.818888889	0.079444444	0.0	0.885	0.166666667	1	0.440555556	0.0	1.46	0.0	0.222573
771	184	4	1	4	3	2	5	0.0	1	2012	4	14	6	16.5	9	0	0	2	9886	2.566111111	0.818888889	0.079444444	0.0	0.885	0.166666667	1	0.440555556	0.0	1.46	0.0	0.222573
798	193	0	0	4	3	2	1	1.0	1	2012	4	14	6	13.0	42	0	1	1	1252	0.285555556	0.0841666669999999	0.175277778	0.0	0.0505555559999999	0.0	0	0.081388889	1.5	0.18	0.0	0.307167
799	193	0	1	4	3	2	1	1.0	1	2012	4	14	6	14.25	42	0	1	1	1252	0.283333333	0.105277778	0.143055556	0.0	0.058888889	0.0	0	0.098333333	1.5	0.2	0.0	0.387006
805	195	0	3	4	3	1	1	0.0	1	2012	4	14	6	10.0	73	0	1	2	1675	0.5527777779999999	0.1769444439999999	0.130833333	0.0	0.133333333	0.0	0	0.15	0.0	0.44	0.0	0.138889
809	195	1	1	4	3	1	1	0.0	1	2012	4	14	6	10.0	71	1	1	2	1675	0.5527777779999999	0.1769444439999999	0.130833333	0.0	0.133333333	0.0	0	0.15	0.0	0.44	0.0	0.138889
834	200	3	0	4	3	2	1	1.0	1	2012	4	15	7	16.5	20	0	1	1	7523	1.740277778	0.523888889	0.1172222219999999	0.0	0.559722222	0.066666667	1	0.317777778	3.0	1.2	0.0	0.233392
853	206	0	1	2	3	6	1	1.0	1	2012	4	15	7	18.0	31	1	1	0	6890	1.6075	0.624444444	0.171388889	0.2	0.0	0.1166666669999999	1	0.6466666670000001	2.4	1.38	0.0	0.65378
877	210	4	0	3	3	6	5	0.0	1	2012	4	15	7	10.5	9	0	0	0	3722	0.941944444	0.301111111	0.144444444	0.0	0.353055556	0.1011111109999999	1	0.2213888889999999	0.0	0.68	0.0	0.474279
893	214	0	0	3	3	2	1	1.0	1	2012	4	15	7	11.0	19	0	1	1	12443	2.880277778	0.844166667	0.111388889	0.6333333329999999	0.1266666669999999	0.3	3	0.612777778	6.1	1.7	0.0	0.31777
901	216	0	0	1	3	6	1	0.5	1	2012	4	15	7	9.5	24	1	1	0	1343	0.357777778	0.148611111	0.1225	0.0	0.0502777779999999	0.0	0	0.0991666669999999	0.75	0.27	0.0	0.201681
908	218	0	1	4	3	2	1	1.0	1	2012	4	16	1	12.16666667	55	1	1	1	3080	0.8341666670000001	0.2163888889999999	0.371944444	0.0	0.181666667	0.0	0	0.161666667	1.5	0.47	0.0	0.194158
921	220	1	1	4	3	2	1	1.0	1	2012	4	16	1	16.91666667	46	1	1	1	968	0.273611111	0.066666667	0.126388889	0.0	0.064722222	0.0	0	0.0725	1.5	0.17	0.0	0.0498084
926	222	1	0	3	4	1	1	1.0	1	2012	4	16	1	7.5	30	0	1	1	19102	4.158333333	1.298888889	0.42	0.716666667	0.0	0.0	0	0.976388889	3.9	2.89	10.5	0.821053
928	222	1	2	4	3	1	1	1.0	1	2012	4	16	1	17.5	30	0	1	1	4770	1.326111111	0.4475	0.183055556	0.0	0.7394444440000001	0.092777778	1	0.337222222	3.0	0.94	0.0	0.2265239999999999
935	223	1	1	3	1	6	1	1.0	1	2012	4	16	1	18.16666667	30	0	0	0	17687	3.984166667	1.318333333	0.1066666669999999	0.533333333	0.5166666670000001	0.1	1	1.0025	4.8	2.74	0.0	0.630369
964	230	0	0	3	1	6	1	1.0	1	2012	4	17	2	8.0	50	0	0	0	3464	0.8180555559999999	0.267222222	0.0313888889999999	0.0	0.200833333	0.0	0	0.168333333	1.5	0.48	0.0	0.483498
979	232	1	3	1	5	1	1	1.0	1	2012	4	17	2	15.58333333	43	0	1	1	1060	0.272777778	0.088055556	0.056944444	0.0	0.066666667	0.0	0	0.063055556	1.5	0.17	0.0	0.251101
1043	240	0	4	4	3	1	5	0.0	1	2012	4	17	2	20.0	73	0	1	1	4966	1.243333333	0.345555556	0.224722222	0.0	0.229444444	0.2166666669999999	1	0.241388889	0.0	0.87	0.0	0.148446
1062	244	1	0	1	2	6	1	1.0	1	2012	4	17	2	15.0	22	0	0	0	527	0.128055556	0.041944444	0.033055556	0.0	0.052222222	0.0	0	0.045	1.5	0.09	0.0	0.327161
1079	247	0	2	1	4	6	1	1.0	1	2012	4	17	2	18.0	49	1	0	0	627	0.283333333	0.075833333	0.0991666669999999	0.0	0.1	0.0	0	0.091666667	1.5	0.21	0.0	0.239394
1099	250	0	0	4	3	1	1	1.0	1	2012	4	18	3	10.0	47	0	1	1	4431	0.99	0.341666667	0.138333333	0.0	0.389444444	0.083333333	1	0.2319444439999999	3.0	0.75	0.0	0.3257489999999999
1114	253	1	0	1	2	6	5	0.0	1	2012	4	18	3	8.633333333	7	1	0	0	359	0.095277778	0.021111111	0.035	0.0	0.055555556	0.0	0	0.051944444	0.0	0.11	0.0	0.0
1120	254	3	0	4	3	1	1	1.0	1	2012	4	18	3	8.833333332999999	33	0	1	1	1373	0.354166667	0.139166667	0.130277778	0.0	0.13	0.0	0	0.162777778	1.5	0.37	0.0	0.5597270000000001
1130	255	3	2	1	2	6	1	0.0	1	2012	4	18	3	14.0	18	1	0	0	1100	0.325277778	0.131111111	0.153055556	0.0	0.074444444	0.0	0	0.1072222219999999	0.0	0.25	0.0	0.251295
1157	260	2	0	3	3	6	1	1.0	1	2012	4	18	3	10.0	18	1	0	0	8943	1.926111111	0.554722222	0.138888889	0.0	0.5741666670000001	0.0	0	0.4044444439999999	1.5	1.25	0.0	0.4807689999999999
1191	268	1	0	1	4	6	1	1.0	1	2012	4	19	4	9.0	48	1	0	0	1588	0.477777778	0.155277778	0.190277778	0.0	0.1888888889999999	0.0	0	0.147777778	1.5	0.33	0.0	0.2687969999999999
1198	269	1	1	4	3	2	1	1.0	1	2012	4	19	4	10.58333333	33	1	1	2	1458	0.378055556	0.117777778	0.07	0.0	0.068055556	0.0	0	0.0511111109999999	1.5	0.2	0.0	0.157609
1220	271	0	1	1	1	1	1	1.0	1	2012	4	19	4	12.08333333	53	1	1	1	2060	0.558333333	0.162777778	0.282777778	0.0	0.095555556	0.0	0	0.1375	1.5	0.42	0.0	0.210101
1221	271	1	0	4	1	1	1	1.0	1	2012	4	19	4	7.833333333	55	0	1	1	1112	0.303888889	0.083888889	0.141388889	0.0	0.163055556	0.0	0	0.0991666669999999	1.5	0.25	0.0	0.35014
1253	279	0	3	4	3	1	1	1.0	1	2012	4	19	4	14.25	60	1	1	1	10023	2.287222222	0.616388889	0.1913888889999999	0.333333333	0.0	0.133333333	1	0.433055556	3.0	1.76	0.0	0.471456
1256	280	0	1	3	3	1	5	0.0	1	2012	4	19	4	15.25	72	0	1	1	908	0.3	0.105833333	0.253055556	0.0	0.060277778	0.0	0	0.141388889	0.0	0.37	0.0	0.471513
1297	283	2	5	4	3	1	2	0.0	1	2012	4	20	5	21.5	17	0	0	2	667	0.166388889	0.045833333	0.059166667	0.0	0.0388888889999999	0.0	0	0.034722222	0.0	0.11	0.0	0.04
1298	283	3	0	4	2	1	3	0.0	1	2012	4	20	5	8.5	15	0	0	2	3983	1.378611111	0.346666667	0.224444444	0.0	0.4	0.0	0	0.2688888889999999	0.0	0.85	0.0	0.232438
1301	283	3	5	4	3	1	3	0.0	1	2012	4	20	5	21.5	15	0	0	2	667	0.166388889	0.045833333	0.059166667	0.0	0.0388888889999999	0.0	0	0.034722222	0.0	0.11	0.0	0.04
1307	284	1	3	4	5	2	5	0.0	1	2012	4	20	5	15.66666667	8	1	0	2	1463	0.362777778	0.096388889	0.079444444	0.0	0.115833333	0.0	0	0.106388889	0.0	0.31	0.0	0.075718
1308	284	1	4	4	5	2	5	0.0	1	2012	4	20	5	17.0	8	1	0	2	5446	1.284722222	0.345277778	0.120833333	0.0	0.483333333	0.0	0	0.262222222	0.0	0.77	0.0	0.184322
1376	296	0	3	4	5	2	4	1.0	1	2012	4	20	5	15.58333333	51	0	1	2	4255	1.2725	0.509166667	0.251944444	0.0	0.42	0.1	1	0.439444444	3.0	0.95	0.0	0.659924
1384	296	1	2	4	5	2	4	1.0	1	2012	4	20	5	17.16666667	51	1	1	2	4081	0.980277778	0.337222222	0.054444444	0.35	0.0	0.083333333	1	0.323611111	1.6	0.7	0.0	0.454077
1386	296	1	4	4	5	2	4	1.0	1	2012	4	20	5	18.0	51	1	1	2	2070	0.569722222	0.243055556	0.208333333	0.0	0.2	0.0	0	0.198611111	1.5	0.41	0.0	0.457343
1409	299	0	3	1	5	1	1	1.0	1	2012	4	20	5	16.25	24	1	0	1	972	0.259444444	0.064444444	0.135277778	0.0	0.091388889	0.0	0	0.083611111	1.5	0.2	0.0	0.242525
1454	308	0	1	3	3	1	1	1.0	1	2012	4	21	6	9.75	57	0	1	1	16532	3.736111111	1.146111111	0.100277778	0.5166666670000001	0.1041666669999999	0.183333333	1	0.686111111	4.8	2.54	0.0	0.487045
1460	308	1	2	4	3	1	1	1.0	1	2012	4	21	6	15.0	56	1	1	1	1226	0.334444444	0.112222222	0.094722222	0.0	0.089444444	0.0	0	0.128888889	1.5	0.32	0.0	0.0991378999999999
1498	316	3	2	4	3	1	1	1.0	1	2012	4	21	6	14.5	48	1	0	1	2445	0.6347222220000001	0.220277778	0.258888889	0.083333333	0.0	0.0	0	0.195277778	1.5	0.59	0.0	0.42532
1510	320	0	0	3	3	6	5	0.0	1	2012	4	21	6	11.0	62	1	0	0	8803	2.107777778	0.629444444	0.303055556	0.2666666669999999	0.0	0.133333333	1	0.5786111110000001	0.0	1.51	0.0	0.4695149999999999
1527	323	1	1	4	4	2	1	1.0	1	2012	4	21	6	12.5	61	0	1	1	2563	0.7111111109999999	0.27	0.203888889	0.0	0.2	0.0	0	0.265	1.5	0.54	0.0	0.1991609999999999
1538	325	1	3	4	5	2	1	1.0	1	2012	4	21	6	11.5	51	1	1	1	2523	0.6466666670000001	0.194166667	0.2191666669999999	0.0	0.251111111	0.0	0	0.190555556	1.5	0.43	0.0	0.201166
1555	326	3	0	4	3	6	1	1.0	1	2012	4	22	7	10.0	37	1	1	2	5840	1.3697222219999998	0.45	0.18	0.1166666669999999	0.166666667	0.1	1	0.322777778	3.0	0.93	0.0	0.113597
1556	326	3	4	1	5	6	1	1.0	1	2012	4	22	7	14.83333333	37	1	1	2	445	0.1166666669999999	0.043888889	0.071666667	0.0	0.033333333	0.0	0	0.048611111	1.5	0.09	0.0	0.291429
1565	328	0	3	4	3	1	1	1.0	1	2012	4	22	7	16.0	40	0	0	1	6660	1.584722222	0.6183333329999999	0.485	0.2	0.0	0.0	0	0.494444444	2.8	1.37	0.0	0.398876
1566	328	1	0	4	3	1	1	1.0	1	2012	4	22	7	14.0	43	1	1	1	6660	1.580555556	0.628888889	0.476111111	0.2166666669999999	0.0	0.0	0	0.469166667	2.8	1.35	0.0	0.4162229999999999
1595	333	0	5	1	3	6	1	1.0	1	2012	4	22	7	21.0	24	1	1	0	687	0.1625	0.045277778	0.0608333329999999	0.0	0.029166667	0.0	0	0.048611111	1.5	0.11	0.0	0.0
1631	341	1	0	3	3	1	4	0.0	1	2012	4	22	7	9.75	18	0	0	2	19548	4.539444444	1.600555556	0.071944444	0.8	0.3	0.133333333	1	0.934444444	1.85	3.13	0.0	0.50981
1651	346	2	3	4	3	1	5	0.0	1	2012	4	23	1	18.75	8	1	0	1	6622	1.584722222	0.366111111	0.4552777779999999	0.0	0.233333333	0.0	0	0.2738888889999999	0.0	1.04	0.0	0.0537524999999999
1725	363	1	0	3	4	5	1	1.0	1	2012	4	24	2	5.5	20	0	1	1	14550	3.404722222	1.070277778	0.088888889	0.533333333	0.029722222	0.2	2	0.6283333329999999	4.3	2.8	0.0	0.375332
1757	366	1	0	4	1	1	1	1.0	1	2012	4	25	3	9.0	27	0	1	2	7087	1.717222222	0.557222222	0.173611111	0.7333333329999999	0.0	0.1166666669999999	1	0.405555556	3.3	1.26	0.0	0.560959
1763	368	0	2	4	2	1	1	1.0	1	2012	4	25	3	11.75	44	1	1	1	1670	0.3908333329999999	0.096388889	0.138611111	0.066666667	0.0	0.0	0	0.1225	1.5	0.32	0.0	0.195011
1766	368	1	1	3	1	1	1	1.0	1	2012	4	25	3	18.0	43	0	1	1	7425	1.786111111	0.627777778	0.265833333	0.35	0.0	0.0	0	0.689444444	2.9	1.63	10.5	0.7236100000000001
1797	374	0	0	4	1	1	1	1.0	1	2012	4	25	3	7.0	48	1	0	1	1449	0.323055556	0.1025	0.2344444439999999	0.0	0.081666667	0.0	0	0.085277778	1.5	0.24	0.0	0.00977199
1820	378	0	1	3	5	1	1	1.0	1	2012	4	25	3	8.75	48	1	1	1	9149	2.156388889	0.7130555559999999	0.090555556	0.333333333	0.0	0.066666667	1	0.7797222220000001	3.3	1.89	10.5	0.7335229999999999
1827	379	0	2	4	2	1	1	1.0	1	2012	4	25	3	15.66666667	43	1	1	1	1033	0.288055556	0.0847222219999999	0.271111111	0.0	0.022222222	0.0	0	0.090555556	1.5	0.25	0.0	0.00306748
1856	383	0	1	1	5	1	1	0.5	1	2012	4	26	4	15.0	58	1	1	2	381	0.093611111	0.039444444	0.060277778	0.0	0.0275	0.0	0	0.036111111	0.75	0.08	0.0	0.3
1860	384	0	4	3	3	1	5	0.0	1	2012	4	26	4	12.58333333	81	0	1	2	1529	0.386666667	0.105833333	0.103333333	0.0	0.117777778	0.0	0	0.0847222219999999	0.0	0.28	0.0	0.4
1892	392	0	2	1	5	6	1	1.0	1	2012	4	27	5	18.75	44	0	1	0	739	0.155833333	0.056111111	0.080277778	0.0	0.085277778	0.0	0	0.099444444	1.5	0.19	0.0	0.310056
1907	396	1	1	3	1	2	5	0.0	1	2012	4	27	5	16.0	61	1	1	1	919	0.281111111	0.0875	0.081666667	0.0	0.098611111	0.0	0	0.0736111109999999	0.0	0.18	0.0	0.381132
1922	399	3	1	3	5	2	2	0.0	1	2012	4	27	5	13.0	17	0	0	1	1402	0.3702777779999999	0.124444444	0.2713888889999999	0.0	0.0325	0.0	0	0.153888889	0.0	0.31	0.0	0.151625
1943	404	0	0	4	3	1	5	0.0	1	2012	4	28	6	11.0	61	0	1	1	14288	3.405	0.926111111	0.181111111	0.0	1.15	0.133333333	1	0.551944444	0.0	2.2	0.0	0.575742
1967	409	0	0	3	1	6	4	0.5	1	2012	4	28	6	13.5	27	0	1	0	5556	1.3775	0.425555556	0.121944444	0.2	0.233333333	0.133333333	1	0.488333333	2.35	1.07	0.0	0.536974
2023	421	0	0	4	3	1	1	1.0	1	2012	4	28	6	10.0	24	1	1	1	2027	0.5297222220000001	0.154444444	0.315	0.0	0.145833333	0.0	0	0.137222222	1.5	0.38	0.0	0.204453
2050	427	2	0	4	3	1	1	1.0	1	2012	4	29	7	11.0	26	1	1	2	5596	1.233333333	0.366388889	0.277222222	0.1166666669999999	0.0	0.0	0	0.348055556	1.5	0.91	0.0	0.392658
2115	445	0	0	3	2	6	1	1.0	1	2012	4	30	1	7.25	41	0	1	0	6289	1.520277778	0.4158333329999999	0.141666667	0.0	0.7705555559999999	0.0	0	0.251388889	1.5	0.94	0.0	0.366851
2139	448	0	1	1	5	6	1	1.0	1	2012	4	30	1	13.0	20	1	0	0	2638	0.5772222220000001	0.141388889	0.250555556	0.066666667	0.0	0.0	0	0.197222222	1.5	0.42	0.0	0.283099
2170	455	0	2	4	1	5	1	1.0	1	2012	4	30	1	9.0	33	1	1	2	6354	1.617222222	0.476111111	0.253333333	0.333333333	0.0	0.0	0	0.333611111	2.9	1.38	0.0	0.307244
2183	456	2	0	3	2	1	2	0.0	1	2012	4	30	1	8.5	17	0	0	2	1465	0.420833333	0.1222222219999999	0.091666667	0.0	0.120833333	0.0	0	0.128055556	0.0	0.32	0.0	0.288503
2185	456	2	2	3	2	1	2	0.0	1	2012	4	30	1	16.33333333	17	0	0	2	4899	1.315	0.431666667	0.262777778	0.3833333329999999	0.0	0.083333333	1	0.238611111	0.85	0.91	0.0	0.359721
2212	459	0	0	3	1	6	1	1.0	1	2012	4	30	1	8.5	36	1	1	0	2990	0.6886111109999999	0.2944444439999999	0.1197222219999999	0.1	0.0	0.0	0	0.259722222	1.5	0.72	0.0	0.363636
2222	462	0	1	3	3	6	5	0.0	1	2012	4	30	1	18.75	71	0	0	0	4105	1.012222222	0.29	0.065555556	0.0	0.562777778	0.063888889	1	0.233055556	0.0	0.74	0.0	0.184744
2240	467	0	1	4	3	1	5	0.0	1	2012	5	1	2	16.5	55	1	1	2	2606	0.6777777779999999	0.19	0.116388889	0.0	0.185555556	0.0	0	0.131388889	0.0	0.44	0.0	0.224101
2278	476	1	0	3	1	2	1	1.0	1	2012	5	1	2	9.0	36	1	0	1	6511	1.441944444	0.4563888889999999	0.1397222219999999	0.2666666669999999	0.0	0.0	0	0.44	2.5	1.0	0.0	0.669823
2282	478	0	0	4	3	1	5	0.0	1	2012	5	1	2	14.5	68	0	1	1	1566	0.401944444	0.1266666669999999	0.2216666669999999	0.0	0.104444444	0.0	0	0.090277778	0.0	0.28	0.0	0.338462
2288	479	0	0	3	1	6	1	1.0	1	2012	5	1	2	6.0	48	0	0	2	3681	0.9425	0.3575	0.0461111109999999	0.1166666669999999	0.238888889	0.133333333	1	0.2625	3.9	0.65	0.0	0.367196
